item_category,item_key,item_name_en,brand_name,year,quarter,month,month_name,season,revenue,revenue_before_discount,total_discount_amount,discount_percentage,quantity_sold,purchase_count,customer_count,avg_quantity_per_purchase,revenue_per_unit,revenue_per_customer,quantity_on_promotion,revenue_on_promotion,purchases_with_promotion,promotion_quantity_percentage,promotion_revenue_percentage,promotion_purchase_percentage,avg_price,min_price,max_price,avg_base_price,revenue_previous_month,quantity_previous_month,customer_count_previous_month,revenue_growth_mom_pct,quantity_growth_mom_pct,customer_growth_mom_pct,revenue_till_date,quantity_till_date,customer_count_till_date,avg_monthly_revenue_till_date,avg_monthly_quantity_till_date,category_total_growth_pct,market_share_pct,revenue_percentile,growth_trend,performance_category,load_time
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2022,4,12,December,Winter,63.02,63.02,0.0,0.0,23,21,21,1.1,2.74,3.0,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,,,,,,,63.02,23,21,63.02,23.0,,46.06,1.0,New,New,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,1,1,January,Winter,1287.8,1287.8,0.0,0.0,470,410,292,1.15,2.74,4.41,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,63.020000000000024,23,21,1943.48,1943.48,1290.48,1350.82,493,313,675.41,246.5,1436.19,61.27,1.0,Accelerating,Star Product,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,1,2,February,Winter,1268.62,1268.62,0.0,0.0,463,393,274,1.18,2.74,4.63,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,1287.8000000000034,470,292,-1.49,-1.49,-6.16,2619.44,956,587,873.15,318.67,-4.71,63.34,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,1,3,March,Spring,1803.54,1819.36,15.82,0.87,664,550,349,1.21,2.72,5.17,113,293.8,100,17.02,16.29,18.18,2.71,2.6,2.74,2.74,1268.6200000000035,463,274,42.17,43.41,27.37,4422.98,1620,936,1105.75,405.0,44.04,62.51,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,2,4,April,Spring,1587.78,1602.9,15.12,0.94,585,502,352,1.17,2.71,4.51,108,280.8,95,18.46,17.69,18.92,2.71,2.6,2.74,2.74,1803.5400000000013,664,349,-11.96,-11.9,0.86,6010.76,2205,1288,1202.15,441.0,-14.75,64.55,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,2,5,May,Spring,1857.72,1857.72,0.0,0.0,678,565,359,1.2,2.74,5.17,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,1587.7800000000025,585,352,17.0,15.9,1.99,7868.48,2883,1647,1311.41,480.5,10.71,68.22,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,2,6,June,Summer,1687.84,1687.84,0.0,0.0,616,531,323,1.16,2.74,5.23,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,1857.7200000000053,678,359,-9.14,-9.14,-10.03,9556.32,3499,1970,1365.19,499.86,-2.75,63.74,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,3,7,July,Summer,1561.8,1561.8,0.0,0.0,570,485,329,1.18,2.74,4.75,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,1687.8400000000047,616,323,-7.47,-7.47,1.86,11118.12,4069,2299,1389.77,508.63,-5.74,62.57,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,3,8,August,Summer,2153.64,2153.64,0.0,0.0,786,686,421,1.15,2.74,5.12,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,1561.8000000000043,570,329,37.89,37.89,27.96,13271.76,4855,2720,1474.64,539.44,36.69,63.12,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,3,9,September,Fall,2570.12,2570.12,0.0,0.0,938,807,460,1.16,2.74,5.59,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,2153.640000000003,786,421,19.34,19.34,9.26,15841.88,5793,3180,1584.19,579.3,3.2,73.0,1.0,Accelerating,Star Product,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,4,10,October,Fall,2337.22,2337.22,0.0,0.0,853,755,458,1.13,2.74,5.1,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,2570.11999999998,938,460,-9.06,-9.06,-0.43,18179.1,6646,3638,1652.65,604.18,10.17,60.25,1.0,Decline vs Category,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,4,11,November,Fall,2192.0,2192.0,0.0,0.0,800,679,467,1.18,2.74,4.69,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,2337.2199999999916,853,458,-6.21,-6.21,1.97,20371.1,7446,4105,1697.59,620.5,-4.54,59.2,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2023,4,12,December,Winter,2315.3,2315.3,0.0,0.0,845,718,464,1.18,2.74,4.99,0,0.0,0,0.0,0.0,0.0,2.74,2.74,2.74,2.74,2191.9999999999986,800,467,5.62,5.63,-0.64,22686.4,8291,4569,1745.11,637.77,-2.25,63.97,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",2f605027e796b8c1d897c6100903c6d7,"Fuego salsa dip, mild, 200 ml",Fuego,2024,1,1,January,Winter,925.98,945.3,19.32,2.04,345,305,241,1.13,2.68,3.84,138,358.8,125,40.0,38.75,40.98,2.68,2.6,2.74,2.74,2315.299999999992,845,464,-60.01,-59.17,-48.06,23612.38,8636,4810,1686.6,616.86,-56.22,58.44,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2022,4,12,December,Winter,16.35,16.35,0.0,0.0,5,5,5,1.0,3.27,3.27,0,0.0,0,0.0,0.0,0.0,3.27,3.27,3.27,3.27,,,,,,,16.35,5,5,16.35,5.0,,11.95,0.0,New,New,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,1,1,January,Winter,255.06,255.06,0.0,0.0,78,78,75,1.0,3.27,3.4,0,0.0,0,0.0,0.0,0.0,3.27,3.27,3.27,3.27,16.35,5,5,1460.0,1460.0,1400.0,271.41,83,80,135.71,41.5,1436.19,12.13,0.0,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,1,2,February,Winter,251.79,251.79,0.0,0.0,77,75,67,1.03,3.27,3.76,0,0.0,0,0.0,0.0,0.0,3.27,3.27,3.27,3.27,255.06000000000034,78,75,-1.28,-1.28,-10.67,523.2,160,147,174.4,53.33,-4.71,12.57,0.3333333333333333,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,1,3,March,Spring,415.29,415.29,0.0,0.0,127,122,87,1.04,3.27,4.77,0,0.0,0,0.0,0.0,0.0,3.27,3.27,3.27,3.27,251.79000000000033,77,67,64.94,64.94,29.85,938.49,287,234,234.62,71.75,44.04,14.39,0.3333333333333333,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,2,4,April,Spring,327.0,327.0,0.0,0.0,100,96,71,1.04,3.27,4.61,0,0.0,0,0.0,0.0,0.0,3.27,3.27,3.27,3.27,415.2899999999995,127,87,-21.26,-21.26,-18.39,1265.49,387,305,253.1,77.4,-14.75,13.29,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,2,5,May,Spring,369.51,369.51,0.0,0.0,113,111,85,1.02,3.27,4.35,0,0.0,0,0.0,0.0,0.0,3.27,3.27,3.27,3.27,326.9999999999999,100,71,13.0,13.0,19.72,1635.0,500,390,272.5,83.33,10.71,13.57,0.6666666666666666,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,2,6,June,Summer,346.74,346.74,0.0,0.0,106,99,74,1.07,3.27,4.69,0,0.0,0,0.0,0.0,0.0,3.27,3.27,3.28,3.27,369.50999999999976,113,85,-6.16,-6.19,-12.94,1981.74,606,464,283.11,86.57,-2.75,13.09,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,3,7,July,Summer,311.6,311.6,0.0,0.0,95,87,70,1.09,3.28,4.45,0,0.0,0,0.0,0.0,0.0,3.28,3.28,3.28,3.28,346.7399999999999,106,74,-10.13,-10.38,-5.41,2293.34,701,534,286.67,87.63,-5.74,12.48,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,3,8,August,Summer,485.44,485.44,0.0,0.0,148,144,108,1.03,3.28,4.49,0,0.0,0,0.0,0.0,0.0,3.28,3.28,3.28,3.28,311.5999999999997,95,70,55.79,55.79,54.29,2778.78,849,642,308.75,94.33,36.69,14.23,0.6666666666666666,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,3,9,September,Fall,249.28,249.28,0.0,0.0,76,73,61,1.04,3.28,4.09,0,0.0,0,0.0,0.0,0.0,3.28,3.28,3.28,3.28,485.4399999999985,148,108,-48.65,-48.65,-43.52,3028.06,925,703,302.81,92.5,3.2,7.08,0.3333333333333333,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,4,10,October,Fall,513.24,513.24,0.0,0.0,156,152,106,1.03,3.29,4.84,0,0.0,0,0.0,0.0,0.0,3.29,3.29,3.29,3.29,249.28000000000006,76,61,105.89,105.26,73.77,3541.3,1081,809,321.94,98.27,10.17,13.23,0.3333333333333333,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,4,11,November,Fall,463.89,463.89,0.0,0.0,141,134,105,1.05,3.29,4.42,0,0.0,0,0.0,0.0,0.0,3.29,3.29,3.29,3.29,513.2400000000011,156,106,-9.62,-9.62,-0.94,4005.19,1222,914,333.77,101.83,-4.54,12.53,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2023,4,12,December,Winter,401.62,401.62,0.0,0.0,122,121,100,1.01,3.29,4.02,0,0.0,0,0.0,0.0,0.0,3.29,3.29,3.31,3.29,463.89000000000107,141,105,-13.42,-13.48,-4.76,4406.81,1344,1014,338.99,103.38,-2.25,11.1,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",898f47cb5c754158245b1b236d3df7e6,"Fuego guacamole dip, 200 ml",Fuego,2024,1,1,January,Winter,205.22,205.22,0.0,0.0,62,62,52,1.0,3.31,3.95,0,0.0,0,0.0,0.0,0.0,3.31,3.31,3.31,3.31,401.62000000000063,122,100,-48.9,-49.18,-48.0,4612.03,1406,1066,329.43,100.43,-56.22,12.95,0.3333333333333333,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2022,4,12,December,Winter,39.3,39.3,0.0,0.0,15,15,14,1.0,2.62,2.81,0,0.0,0,0.0,0.0,0.0,2.62,2.62,2.62,2.62,,,,,,,39.3,15,14,39.3,15.0,,28.72,0.6666666666666666,New,New,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,1,1,January,Winter,261.74,261.74,0.0,0.0,100,97,85,1.03,2.62,3.08,0,0.0,0,0.0,0.0,0.0,2.62,2.61,2.62,2.62,39.300000000000004,15,14,566.01,566.67,507.14,301.04,115,99,150.52,57.5,1436.19,12.45,0.3333333333333333,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,1,2,February,Winter,255.58,258.84,3.26,1.26,99,95,79,1.04,2.58,3.24,25,62.08,24,25.25,24.29,25.26,2.58,2.48,2.64,2.61,261.74000000000035,100,85,-2.35,-1.0,-7.06,556.62,214,178,185.54,71.33,-4.71,12.76,0.6666666666666666,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,1,3,March,Spring,447.24,447.24,0.0,0.0,169,145,111,1.17,2.65,4.03,0,0.0,0,0.0,0.0,0.0,2.65,2.64,2.7,2.65,255.58000000000018,99,79,74.99,70.71,40.51,1003.86,383,289,250.96,95.75,44.04,15.5,0.6666666666666666,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,2,4,April,Spring,353.74,353.74,0.0,0.0,131,119,93,1.1,2.7,3.8,0,0.0,0,0.0,0.0,0.0,2.7,2.7,2.72,2.7,447.2399999999988,169,111,-20.91,-22.49,-16.22,1357.6,514,382,271.52,102.8,-14.75,14.38,0.6666666666666666,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,2,5,May,Spring,353.6,353.6,0.0,0.0,130,128,102,1.02,2.72,3.47,0,0.0,0,0.0,0.0,0.0,2.72,2.72,2.72,2.72,353.7399999999994,131,93,-0.04,-0.76,9.68,1711.2,644,484,285.2,107.33,10.71,12.99,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,2,6,June,Summer,358.41,362.32,3.91,1.08,131,121,99,1.08,2.74,3.62,28,73.65,27,21.37,20.55,22.31,2.74,2.63,2.77,2.77,353.6000000000007,130,102,1.36,0.77,-2.94,2069.61,775,583,295.66,110.71,-2.75,13.53,0.6666666666666666,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,3,7,July,Summer,365.23,365.23,0.0,0.0,131,127,105,1.03,2.79,3.48,0,0.0,0,0.0,0.0,0.0,2.79,2.77,2.79,2.79,358.40999999999974,131,99,1.9,0.0,6.06,2434.84,906,688,304.35,113.25,-5.74,14.63,0.6666666666666666,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,3,8,August,Summer,421.81,421.81,0.0,0.0,149,146,104,1.02,2.83,4.06,0,0.0,0,0.0,0.0,0.0,2.83,2.79,2.84,2.83,365.23000000000053,131,105,15.49,13.74,-0.95,2856.65,1055,792,317.41,117.22,36.69,12.36,0.3333333333333333,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,3,9,September,Fall,566.94,572.34,5.4,0.94,201,195,145,1.03,2.82,3.91,36,97.2,36,17.91,17.14,18.46,2.82,2.7,2.85,2.85,421.8099999999994,149,104,34.41,34.9,39.42,3423.59,1256,937,342.36,125.6,3.2,16.1,0.6666666666666666,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,4,10,October,Fall,747.52,747.52,0.0,0.0,260,255,183,1.02,2.88,4.08,0,0.0,0,0.0,0.0,0.0,2.88,2.85,2.89,2.88,566.9400000000006,201,145,31.85,29.35,26.21,4171.11,1516,1120,379.19,137.82,10.17,19.27,0.6666666666666666,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,4,11,November,Fall,699.55,705.16,5.61,0.8,244,237,182,1.03,2.87,3.84,40,109.99,39,16.39,15.72,16.46,2.87,2.75,2.89,2.89,747.5199999999995,260,183,-6.42,-6.15,-0.55,4870.66,1760,1302,405.89,146.67,-4.54,18.89,0.6666666666666666,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2023,4,12,December,Winter,572.69,572.69,0.0,0.0,197,189,155,1.04,2.91,3.69,0,0.0,0,0.0,0.0,0.0,2.91,2.89,2.93,2.91,699.5499999999979,244,182,-18.13,-19.26,-14.84,5443.35,1957,1457,418.72,150.54,-2.25,15.82,0.6666666666666666,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",971c3d87aff5615604a3d1ef052d8cd9,"Chio Dip Hot Cheese, 200 ml",Chio,2024,1,1,January,Winter,260.77,260.77,0.0,0.0,89,84,74,1.06,2.93,3.52,0,0.0,0,0.0,0.0,0.0,2.93,2.93,2.93,2.93,572.689999999999,197,155,-54.47,-54.82,-52.26,5704.12,2046,1531,407.44,146.14,-56.22,16.46,0.6666666666666666,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2022,4,12,December,Winter,18.16,18.16,0.0,0.0,8,7,7,1.14,2.27,2.59,0,0.0,0,0.0,0.0,0.0,2.27,2.27,2.27,2.27,,,,,,,18.16,8,7,18.16,8.0,,13.27,0.3333333333333333,New,New,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,1,1,January,Winter,297.37,297.37,0.0,0.0,131,109,72,1.2,2.27,4.13,0,0.0,0,0.0,0.0,0.0,2.27,2.27,2.27,2.27,18.16,8,7,1537.5,1537.5,928.57,315.53,139,79,157.77,69.5,1436.19,14.15,0.6666666666666666,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,1,2,February,Winter,227.0,227.0,0.0,0.0,100,89,65,1.12,2.27,3.49,0,0.0,0,0.0,0.0,0.0,2.27,2.27,2.27,2.27,297.3700000000002,131,72,-23.66,-23.66,-9.72,542.53,239,144,180.84,79.67,-4.71,11.33,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,1,3,March,Spring,219.05,219.05,0.0,0.0,94,85,66,1.11,2.33,3.32,0,0.0,0,0.0,0.0,0.0,2.33,2.27,2.34,2.33,227.00000000000034,100,65,-3.5,-6.0,1.54,761.58,333,210,190.4,83.25,44.04,7.59,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,2,4,April,Spring,191.13,192.78,1.65,0.86,81,73,60,1.11,2.36,3.19,15,33.45,15,18.52,17.5,20.55,2.36,2.23,2.4,2.38,219.05000000000018,94,66,-12.75,-13.83,-9.09,952.71,414,270,190.54,82.8,-14.75,7.77,0.0,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,2,5,May,Spring,142.21,143.4,1.19,0.83,59,57,50,1.04,2.41,2.84,5,10.81,4,8.47,7.6,7.02,2.41,2.16,2.46,2.43,191.13000000000017,81,60,-25.6,-27.16,-16.67,1094.92,473,320,182.49,78.83,10.71,5.22,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,2,6,June,Summer,255.12,255.12,0.0,0.0,103,99,79,1.04,2.48,3.23,0,0.0,0,0.0,0.0,0.0,2.48,2.46,2.52,2.48,142.20999999999995,59,50,79.4,74.58,58.0,1350.04,576,399,192.86,82.29,-2.75,9.63,0.0,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,3,7,July,Summer,257.4,257.4,0.0,0.0,102,92,66,1.11,2.52,3.9,0,0.0,0,0.0,0.0,0.0,2.52,2.52,2.58,2.52,255.12000000000026,103,79,0.89,-0.97,-16.46,1607.44,678,465,200.93,84.75,-5.74,10.31,0.0,Outperforming,Rising Trend,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,3,8,August,Summer,350.88,350.88,0.0,0.0,136,126,94,1.08,2.58,3.73,0,0.0,0,0.0,0.0,0.0,2.58,2.58,2.58,2.58,257.4000000000004,102,66,36.32,33.33,42.42,1958.32,814,559,217.59,90.44,36.69,10.28,0.0,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,3,9,September,Fall,134.46,134.46,0.0,0.0,51,49,42,1.04,2.64,3.2,0,0.0,0,0.0,0.0,0.0,2.64,2.58,2.64,2.64,350.88000000000005,136,94,-61.68,-62.5,-55.32,2092.78,865,601,209.28,86.5,3.2,3.82,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,4,10,October,Fall,281.05,281.05,0.0,0.0,105,100,81,1.05,2.68,3.47,0,0.0,0,0.0,0.0,0.0,2.68,2.64,2.69,2.68,134.46000000000004,51,42,109.02,105.88,92.86,2373.83,970,682,215.8,88.18,10.17,7.25,0.0,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,4,11,November,Fall,347.52,347.52,0.0,0.0,128,121,102,1.06,2.72,3.41,0,0.0,0,0.0,0.0,0.0,2.72,2.69,2.74,2.72,281.04999999999967,105,81,23.65,21.9,25.93,2721.35,1098,784,226.78,91.5,-4.54,9.38,0.0,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2023,4,12,December,Winter,329.85,329.85,0.0,0.0,120,115,81,1.04,2.75,4.07,0,0.0,0,0.0,0.0,0.0,2.75,2.74,2.79,2.75,347.52000000000015,128,102,-5.08,-6.25,-20.59,3051.2,1218,865,234.71,93.69,-2.25,9.11,0.0,On Track,Underperformer,2025-12-30 20:02:33.017625+01
"Cheese Crackers, Breadsticks & Dipping",ec3986f69034113171d2dd2bac845401,"Fuego salsa dip, hot, 200 ml",Fuego,2024,1,1,January,Winter,192.51,192.51,0.0,0.0,69,66,51,1.05,2.79,3.77,0,0.0,0,0.0,0.0,0.0,2.79,2.79,2.79,2.79,329.8500000000005,120,81,-41.64,-42.5,-37.04,3243.71,1287,916,231.69,91.93,-56.22,12.15,0.0,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,03b69ef76960b93651906fa51bb5d44c,"Cadbury Milk Caramel Chocolate, 180 g",Cadbury,2022,4,12,December,Winter,30.42,30.42,0.0,0.0,9,6,6,1.5,3.38,5.07,0,0.0,0,0.0,0.0,0.0,3.38,3.38,3.38,3.38,,,,,,,30.42,9,6,30.42,9.0,,7.99,0.5833333333333334,New,New,2025-12-30 20:02:33.017625+01
