item_category,item_key,item_name_en,brand_name,year,quarter,month,month_name,season,revenue,revenue_before_discount,total_discount_amount,discount_percentage,quantity_sold,purchase_count,customer_count,avg_quantity_per_purchase,revenue_per_unit,revenue_per_customer,quantity_on_promotion,revenue_on_promotion,purchases_with_promotion,promotion_quantity_percentage,promotion_revenue_percentage,promotion_purchase_percentage,avg_price,min_price,max_price,avg_base_price,revenue_previous_month,quantity_previous_month,customer_count_previous_month,revenue_growth_mom_pct,quantity_growth_mom_pct,customer_growth_mom_pct,revenue_till_date,quantity_till_date,customer_count_till_date,avg_monthly_revenue_till_date,avg_monthly_quantity_till_date,category_total_growth_pct,market_share_pct,revenue_percentile,growth_trend,performance_category,load_time
Chocolate,5d3969ae02b82a2e1f84457d03fedcab,"Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g",Ferrero,2023,4,10,October,Fall,586.74,586.74,0.0,0.0,162,119,62,1.36,3.62,9.46,0,0.0,0,0.0,0.0,0.0,3.62,3.62,3.67,3.62,438.11000000000035,132,54,33.93,22.73,14.81,3949.03,1193,471,359.0,108.45,2.49,2.48,0.8571428571428571,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,5d3969ae02b82a2e1f84457d03fedcab,"Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g",Ferrero,2023,4,11,November,Fall,444.07,444.07,0.0,0.0,121,90,55,1.34,3.67,8.07,0,0.0,0,0.0,0.0,0.0,3.67,3.67,3.67,3.67,586.7400000000005,162,62,-24.32,-25.31,-11.29,4393.1,1314,526,366.09,109.5,8.97,1.72,0.7857142857142857,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,5d3969ae02b82a2e1f84457d03fedcab,"Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g",Ferrero,2023,4,12,December,Winter,402.21,402.21,0.0,0.0,108,73,53,1.48,3.72,7.59,0,0.0,0,0.0,0.0,0.0,3.72,3.72,3.77,3.72,444.07000000000016,121,55,-9.43,-10.74,-3.64,4795.31,1422,579,368.87,109.38,-15.01,1.84,0.7333333333333333,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,5d3969ae02b82a2e1f84457d03fedcab,"Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g",Ferrero,2024,1,1,January,Winter,135.72,135.72,0.0,0.0,36,24,20,1.5,3.77,6.79,0,0.0,0,0.0,0.0,0.0,3.77,3.77,3.77,3.77,402.2100000000003,108,53,-66.26,-66.67,-62.26,4931.03,1458,599,352.22,104.14,-76.63,2.65,0.7333333333333333,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2022,4,12,December,Winter,18.9,18.9,0.0,0.0,10,10,10,1.0,1.89,1.89,0,0.0,0,0.0,0.0,0.0,1.89,1.89,1.89,1.89,,,,,,,18.9,10,10,18.9,10.0,,4.97,0.3333333333333333,New,New,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,1,1,January,Winter,148.83,148.83,0.0,0.0,79,71,43,1.11,1.88,3.46,0,0.0,0,0.0,0.0,0.0,1.88,1.88,1.89,1.88,18.900000000000002,10,10,687.46,690.0,330.0,167.73,89,53,83.86,44.5,591.68,5.66,0.5384615384615384,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,1,2,February,Winter,109.42,109.42,0.0,0.0,59,57,45,1.04,1.85,2.43,0,0.0,0,0.0,0.0,0.0,1.85,1.85,1.88,1.85,148.8299999999999,79,43,-26.48,-25.32,4.65,277.15,148,98,92.38,49.33,13.38,3.67,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,1,3,March,Spring,135.57,135.57,0.0,0.0,71,70,41,1.01,1.91,3.31,0,0.0,0,0.0,0.0,0.0,1.91,1.85,1.93,1.91,109.4199999999999,59,45,23.9,20.34,-8.89,412.72,219,139,103.18,54.75,24.5,3.65,0.0,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,2,4,April,Spring,149.26,149.26,0.0,0.0,77,70,46,1.1,1.94,3.24,0,0.0,0,0.0,0.0,0.0,1.94,1.93,1.98,1.94,135.56999999999985,71,41,10.1,8.45,12.2,561.98,296,185,112.4,59.2,-18.26,4.91,0.15384615384615385,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,2,5,May,Spring,95.33,95.33,0.0,0.0,48,47,30,1.02,1.99,3.18,0,0.0,0,0.0,0.0,0.0,1.99,1.98,1.99,1.99,149.26000000000016,77,46,-36.13,-37.66,-34.78,657.31,344,215,109.55,57.33,-5.19,3.31,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,2,6,June,Summer,119.31,119.31,0.0,0.0,59,55,39,1.07,2.02,3.06,0,0.0,0,0.0,0.0,0.0,2.02,1.99,2.04,2.02,95.33,48,30,25.15,22.92,30.0,776.62,403,254,110.95,57.57,-13.82,4.81,0.23076923076923078,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,3,7,July,Summer,180.02,180.02,0.0,0.0,88,79,52,1.11,2.05,3.46,0,0.0,0,0.0,0.0,0.0,2.05,2.04,2.05,2.05,119.31000000000002,59,39,50.88,49.15,33.33,956.64,491,306,119.58,61.38,22.69,5.91,0.38461538461538464,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,3,8,August,Summer,197.95,197.95,0.0,0.0,95,91,60,1.04,2.08,3.3,0,0.0,0,0.0,0.0,0.0,2.08,2.05,2.09,2.08,180.01999999999998,88,52,9.96,7.95,15.38,1154.59,586,366,128.29,65.11,398.03,1.31,0.2857142857142857,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,3,9,September,Fall,192.64,192.64,0.0,0.0,92,88,58,1.05,2.09,3.32,0,0.0,0,0.0,0.0,0.0,2.09,2.09,2.12,2.09,197.95000000000024,95,60,-2.68,-3.16,-3.33,1347.23,678,424,134.72,67.8,52.26,0.83,0.07142857142857142,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,4,10,October,Fall,272.39,272.39,0.0,0.0,127,127,87,1.0,2.14,3.13,0,0.0,0,0.0,0.0,0.0,2.14,2.12,2.19,2.14,192.64000000000024,92,58,41.4,38.04,50.0,1619.62,805,511,147.24,73.18,2.49,1.15,0.21428571428571427,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,4,11,November,Fall,312.82,317.22,4.4,1.39,144,138,100,1.04,2.17,3.13,20,39.55,19,13.89,12.64,13.77,2.17,1.97,2.22,2.2,272.3900000000002,127,87,14.84,13.39,14.94,1932.44,949,611,161.04,79.08,8.97,1.21,0.2857142857142857,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2023,4,12,December,Winter,367.89,371.52,3.63,0.98,165,164,121,1.01,2.23,3.04,33,70.71,33,20.0,19.22,20.12,2.23,2.11,2.28,2.25,312.82000000000016,144,100,17.6,14.58,21.0,2300.33,1114,732,176.95,85.69,-15.01,1.68,0.5333333333333333,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,61d7a42ecec8482529b308f32ff598b1,"Hanuta Hazelnut Slice, (10x22 g), 220 g",Hanuta,2024,1,1,January,Winter,118.56,118.56,0.0,0.0,52,43,35,1.21,2.28,3.39,0,0.0,0,0.0,0.0,0.0,2.28,2.28,2.28,2.28,367.89,165,121,-67.77,-68.48,-71.07,2418.89,1166,767,172.78,83.29,-76.63,2.31,0.6,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2022,4,12,December,Winter,34.88,34.88,0.0,0.0,16,16,14,1.0,2.18,2.49,0,0.0,0,0.0,0.0,0.0,2.18,2.18,2.18,2.18,,,,,,,34.88,16,14,34.88,16.0,,9.17,0.6666666666666666,New,New,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,1,1,January,Winter,191.38,194.02,2.64,1.36,89,85,68,1.05,2.15,2.81,24,49.68,22,26.97,25.96,25.88,2.15,2.07,2.18,2.18,34.88,16,14,448.68,456.25,385.71,226.26,105,82,113.13,52.5,591.68,7.27,0.6153846153846154,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,1,2,February,Winter,311.74,311.74,0.0,0.0,143,140,87,1.02,2.18,3.58,0,0.0,0,0.0,0.0,0.0,2.18,2.18,2.18,2.18,191.38000000000022,89,68,62.89,60.67,27.94,538.0,248,169,179.33,82.67,13.38,10.45,0.8461538461538461,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,1,3,March,Spring,403.3,403.3,0.0,0.0,185,176,116,1.05,2.18,3.48,0,0.0,0,0.0,0.0,0.0,2.18,2.18,2.18,2.18,311.74000000000075,143,87,29.37,29.37,33.33,941.3,433,285,235.33,108.25,24.5,10.86,0.9230769230769231,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,2,4,April,Spring,198.08,198.08,0.0,0.0,89,85,66,1.05,2.23,3.0,0,0.0,0,0.0,0.0,0.0,2.23,2.18,2.25,2.23,403.300000000001,185,116,-50.89,-51.89,-43.1,1139.38,522,351,227.88,104.4,-18.26,6.52,0.5384615384615384,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,2,5,May,Spring,141.75,141.75,0.0,0.0,63,59,49,1.07,2.25,2.89,0,0.0,0,0.0,0.0,0.0,2.25,2.25,2.25,2.25,198.08000000000013,89,66,-28.44,-29.21,-25.76,1281.13,585,400,213.52,97.5,-5.19,4.92,0.23076923076923078,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,2,6,June,Summer,194.04,194.04,0.0,0.0,84,79,51,1.06,2.31,3.8,0,0.0,0,0.0,0.0,0.0,2.31,2.31,2.31,2.31,141.75,63,49,36.89,33.33,4.08,1475.17,669,451,210.74,95.57,-13.82,7.82,0.7692307692307693,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,3,7,July,Summer,209.04,209.04,0.0,0.0,90,88,66,1.02,2.32,3.17,0,0.0,0,0.0,0.0,0.0,2.32,2.31,2.37,2.32,194.04000000000013,84,51,7.73,7.14,29.41,1684.21,759,517,210.53,94.88,22.69,6.87,0.6153846153846154,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,3,8,August,Summer,284.4,284.4,0.0,0.0,120,115,75,1.04,2.37,3.79,0,0.0,0,0.0,0.0,0.0,2.37,2.37,2.37,2.37,209.04000000000016,90,66,36.05,33.33,13.64,1968.61,879,592,218.73,97.67,398.03,1.88,0.5714285714285714,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,3,9,September,Fall,351.0,351.0,0.0,0.0,146,135,86,1.08,2.4,4.08,0,0.0,0,0.0,0.0,0.0,2.4,2.37,2.43,2.4,284.4000000000004,120,75,23.42,21.67,14.67,2319.61,1025,678,231.96,102.5,52.26,1.52,0.5,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,4,10,October,Fall,486.0,486.0,0.0,0.0,200,189,127,1.06,2.43,3.83,0,0.0,0,0.0,0.0,0.0,2.43,2.43,2.43,2.43,351.00000000000057,146,86,38.46,36.99,47.67,2805.61,1225,805,255.06,111.36,2.49,2.05,0.5,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,4,11,November,Fall,308.91,308.91,0.0,0.0,125,121,89,1.03,2.47,3.47,0,0.0,0,0.0,0.0,0.0,2.47,2.43,2.49,2.47,486.0000000000011,200,127,-36.44,-37.5,-29.92,3114.52,1350,894,259.54,112.5,8.97,1.2,0.21428571428571427,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2023,4,12,December,Winter,349.3,349.3,0.0,0.0,140,130,96,1.08,2.5,3.64,0,0.0,0,0.0,0.0,0.0,2.5,2.49,2.54,2.5,308.91000000000054,125,89,13.08,12.0,7.87,3463.82,1490,990,266.45,114.62,-15.01,1.59,0.4,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Chocolate,7576ff6ee76ca4dfc28bf4fbaaf08465,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g",Ferrero,2024,1,1,January,Winter,96.52,96.52,0.0,0.0,38,35,31,1.09,2.54,3.11,0,0.0,0,0.0,0.0,0.0,2.54,2.54,2.54,2.54,349.30000000000047,140,96,-72.37,-72.86,-67.71,3560.34,1528,1021,254.31,109.14,-76.63,1.88,0.4,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2022,4,12,December,Winter,19.72,19.72,0.0,0.0,17,12,12,1.42,1.16,1.64,0,0.0,0,0.0,0.0,0.0,1.16,1.16,1.16,1.16,,,,,,,19.72,17,12,19.72,17.0,,5.18,0.4166666666666667,New,New,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,1,1,January,Winter,141.96,142.68,0.72,0.5,123,107,72,1.15,1.15,1.97,6,6.24,6,4.88,4.4,5.61,1.15,1.04,1.16,1.16,19.72,17,12,619.88,623.53,500.0,161.68,140,84,80.84,70.0,591.68,5.39,0.3076923076923077,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,1,2,February,Winter,153.4,155.44,2.04,1.31,134,107,65,1.25,1.14,2.36,17,17.68,14,12.69,11.53,13.08,1.14,1.04,1.16,1.16,141.95999999999975,123,72,8.06,8.94,-9.72,315.08,274,149,105.03,91.33,13.38,5.14,0.3076923076923077,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,1,3,March,Spring,206.32,206.32,0.0,0.0,176,139,93,1.27,1.17,2.22,0,0.0,0,0.0,0.0,0.0,1.17,1.16,1.18,1.17,153.3999999999997,134,65,34.5,31.34,43.08,521.4,450,242,130.35,112.5,24.5,5.55,0.38461538461538464,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,2,4,April,Spring,147.59,147.59,0.0,0.0,123,104,69,1.18,1.2,2.14,0,0.0,0,0.0,0.0,0.0,1.2,1.18,1.23,1.2,206.32000000000016,176,93,-28.47,-30.11,-25.81,668.99,573,311,133.8,114.6,-18.26,4.86,0.07692307692307693,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,2,5,May,Spring,218.94,218.94,0.0,0.0,178,142,83,1.25,1.23,2.64,0,0.0,0,0.0,0.0,0.0,1.23,1.23,1.23,1.23,147.59000000000017,123,69,48.34,44.72,20.29,887.93,751,394,147.99,125.17,-5.19,7.6,0.6153846153846154,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,2,6,June,Summer,183.3,183.3,0.0,0.0,141,115,76,1.23,1.3,2.41,0,0.0,0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,218.93999999999963,178,83,-16.28,-20.79,-8.43,1071.23,892,470,153.03,127.43,-13.82,7.39,0.6153846153846154,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,3,7,July,Summer,262.9,262.9,0.0,0.0,200,134,83,1.49,1.31,3.17,0,0.0,0,0.0,0.0,0.0,1.31,1.3,1.32,1.31,183.30000000000015,141,76,43.43,41.84,9.21,1334.13,1092,553,166.77,136.5,22.69,8.64,0.6923076923076923,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,3,8,August,Summer,225.08,227.6,2.52,1.11,170,147,82,1.16,1.32,2.74,36,46.44,32,21.18,20.63,21.77,1.32,1.29,1.36,1.34,262.89999999999975,200,83,-14.39,-15.0,-1.2,1559.21,1262,635,173.25,140.22,398.03,1.48,0.42857142857142855,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,3,9,September,Fall,404.34,404.34,0.0,0.0,297,204,112,1.46,1.36,3.61,0,0.0,0,0.0,0.0,0.0,1.36,1.36,1.43,1.36,225.07999999999973,170,82,79.64,74.71,36.59,1963.55,1559,747,196.36,155.9,52.26,1.75,0.6428571428571429,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,4,10,October,Fall,529.8,561.99,32.19,5.73,393,264,154,1.49,1.35,3.44,117,135.12,66,29.77,25.5,25.0,1.37,1.0,1.43,1.43,404.34000000000157,297,112,31.03,32.32,37.5,2493.35,1952,901,226.67,177.45,2.49,2.24,0.7142857142857143,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,4,11,November,Fall,638.59,666.11,27.52,4.13,461,320,150,1.44,1.39,4.26,64,64.0,43,13.88,10.02,13.44,1.39,1.0,1.45,1.45,529.8000000000011,393,154,20.53,17.3,-2.6,3131.94,2413,1051,261.0,201.08,8.97,2.48,0.9285714285714286,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2023,4,12,December,Winter,616.01,616.01,0.0,0.0,421,265,149,1.59,1.46,4.13,0,0.0,0,0.0,0.0,0.0,1.46,1.45,1.49,1.46,638.59,461,150,-3.54,-8.68,-0.67,3747.95,2834,1200,288.3,218.0,-15.01,2.81,0.9333333333333333,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
Chocolate,7581487f9a0d33775d570f020b0e4141,"Yogurette Strawberry Yogurt Chocolate, 100 g",Yogurette,2024,1,1,January,Winter,165.39,165.39,0.0,0.0,111,76,54,1.46,1.49,3.06,0,0.0,0,0.0,0.0,0.0,1.49,1.49,1.49,1.49,616.0100000000003,421,149,-73.15,-73.63,-63.76,3913.34,2945,1254,279.52,210.36,-76.63,3.23,0.8666666666666667,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,7aef490acb1ca55f113afe02977b9e8f,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Tony's Chocolonely,2023,3,8,August,Summer,11292.6,11292.6,0.0,0.0,3245,2173,976,1.49,3.48,11.57,0,0.0,0,0.0,0.0,0.0,3.48,3.48,3.48,3.48,,,,,,,11292.6,3245,976,11292.6,3245.0,398.03,74.48,1.0,New,New,2025-12-30 20:02:33.017625+01
Chocolate,7aef490acb1ca55f113afe02977b9e8f,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Tony's Chocolonely,2023,3,9,September,Fall,18346.17,18535.2,189.03,1.02,5285,3496,1229,1.51,3.47,14.93,1098,3675.93,741,20.78,20.04,21.2,3.47,3.35,3.52,3.51,11292.599999999538,3245,976,62.46,62.87,25.92,29638.77,8530,2205,14819.38,4265.0,52.26,79.47,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
Chocolate,7aef490acb1ca55f113afe02977b9e8f,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Tony's Chocolonely,2023,4,10,October,Fall,17994.23,20019.31,2025.08,10.12,5633,3170,1246,1.78,3.19,14.44,1892,4729.36,651,33.59,26.28,20.54,3.33,2.5,3.57,3.55,18346.170000000224,5285,1229,-1.92,6.58,1.38,47633.0,14163,3451,15877.67,4721.0,2.49,76.05,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
Chocolate,7aef490acb1ca55f113afe02977b9e8f,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Tony's Chocolonely,2023,4,11,November,Fall,20652.38,20652.38,0.0,0.0,5723,3015,1206,1.9,3.61,17.12,0,0.0,0,0.0,0.0,0.0,3.61,3.57,3.64,3.61,17994.230000000127,5633,1246,14.77,1.6,-3.21,68285.38,19886,4657,17071.34,4971.5,8.97,80.09,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
Chocolate,7aef490acb1ca55f113afe02977b9e8f,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Tony's Chocolonely,2023,4,12,December,Winter,16801.46,16801.46,0.0,0.0,4612,2876,1195,1.6,3.64,14.06,0,0.0,0,0.0,0.0,0.0,3.64,3.64,3.65,3.64,20652.379999999463,5723,1206,-18.65,-19.41,-0.91,85086.84,24498,5852,17017.37,4899.6,-15.01,76.66,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
Chocolate,7aef490acb1ca55f113afe02977b9e8f,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Tony's Chocolonely,2024,1,1,January,Winter,3463.85,3463.85,0.0,0.0,949,679,465,1.4,3.65,7.45,0,0.0,0,0.0,0.0,0.0,3.65,3.65,3.65,3.65,16801.45999999967,4612,1195,-79.38,-79.42,-61.09,88550.69,25447,6317,14758.45,4241.17,-76.63,67.62,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
Chocolate,b9c5d856f0380ca92e558a81c1a0c686,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g",Ritter Sport,2022,4,12,December,Winter,21.12,21.12,0.0,0.0,12,11,8,1.09,1.76,2.64,0,0.0,0,0.0,0.0,0.0,1.76,1.76,1.76,1.76,,,,,,,21.12,12,8,21.12,12.0,,5.55,0.5,New,New,2025-12-30 20:02:33.017625+01
Chocolate,b9c5d856f0380ca92e558a81c1a0c686,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g",Ritter Sport,2023,1,1,January,Winter,118.69,119.68,0.99,0.83,68,63,49,1.08,1.75,2.42,11,18.37,11,16.18,15.48,17.46,1.74,1.67,1.76,1.76,21.120000000000005,12,8,461.98,466.67,512.5,139.81,80,57,69.91,40.0,591.68,4.51,0.07692307692307693,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,b9c5d856f0380ca92e558a81c1a0c686,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g",Ritter Sport,2023,1,2,February,Winter,151.36,151.36,0.0,0.0,86,76,50,1.13,1.76,3.03,0,0.0,0,0.0,0.0,0.0,1.76,1.76,1.76,1.76,118.69000000000011,68,49,27.53,26.47,2.04,291.17,166,107,97.06,55.33,13.38,5.07,0.23076923076923078,Outperforming,Rising Trend,2025-12-30 20:02:33.017625+01
Chocolate,b9c5d856f0380ca92e558a81c1a0c686,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g",Ritter Sport,2023,1,3,March,Spring,177.76,177.76,0.0,0.0,101,90,61,1.12,1.76,2.91,0,0.0,0,0.0,0.0,0.0,1.76,1.76,1.76,1.76,151.36000000000004,86,50,17.44,17.44,22.0,468.93,267,168,117.23,66.75,24.5,4.78,0.23076923076923078,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Chocolate,b9c5d856f0380ca92e558a81c1a0c686,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g",Ritter Sport,2023,2,4,April,Spring,177.92,177.92,0.0,0.0,99,79,47,1.25,1.8,3.79,0,0.0,0,0.0,0.0,0.0,1.8,1.76,1.8,1.8,177.7599999999999,101,61,0.09,-1.98,-22.95,646.85,366,215,129.37,73.2,-18.26,5.86,0.38461538461538464,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
